block_id,model_category,shape_family,support_class,shape_description,geometry_details,average_color_hex,average_color_r,average_color_g,average_color_b,average_alpha_coverage,face_color_summary,different_faces,tint_policy,material_tags,model_count,blockstate_model_ref_count,rotated_by_blockstate,model_sources,parent_models,texture_sources,confidence,notes
minecraft:flowering_azalea,irregular_dependent,irregular_model,dependent_on_support_or_counterpart,"Irregular non-cube geometry that is expected to depend on a support block, substrate, or paired state.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Irregular model geometry resolved from block models. Representative normalized cuboids/planes: minecraft:block/flowering_azalea -> 7 elements: [0,1,0]-[1,1,1] + [0,0.3125,0]-[1,1,0.0006] + [0,0.3125,0.9994]-[1,1,1] + [0,0.3125,0]-[0.0006,1,1] + [0.9994,0.3125,0]-[1,1,1] + [0.0063,0,0.5]-[0.9938,0.9938,0.5] plus 1 more cuboids/planes. Orientation or count states rotate, swap, or combine these cuboids without making the block a full cube.",#6F7452,111,116,82,1.000,,,none,vegetation,1,1,no,minecraft:block/flowering_azalea,block;template_azalea,minecraft:block/azalea_plant;minecraft:block/flowering_azalea_side;minecraft:block/flowering_azalea_top,medium,
minecraft:flowering_azalea_leaves,full_cube_same_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with same visual treatment on all six exterior faces.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#6B7252,107,114,82,1.000,down=#6B7252;up=#6B7252;north=#6B7252;south=#6B7252;west=#6B7252;east=#6B7252,,none,vegetation,1,1,no,minecraft:block/flowering_azalea_leaves,block;cube;cube_all,minecraft:block/flowering_azalea_leaves,medium,
minecraft:frogspawn,irregular_dependent,irregular_model,dependent_on_support_or_counterpart,"Irregular non-cube geometry that is expected to depend on a support block, substrate, or paired state.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Irregular model geometry resolved from block models. Representative normalized cuboids/planes: minecraft:block/frogspawn -> 1 element: [0,0.0156,0]-[1,0.0156,1]. Orientation or count states rotate, swap, or combine these cuboids without making the block a full cube.",#71635C,113,99,92,0.704,,,none,,1,1,no,minecraft:block/frogspawn,,minecraft:block/frogspawn,medium,
minecraft:frosted_ice,full_cube_same_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with same visual treatment on all six exterior faces.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#8CB4FC,140,180,252,0.780,down=#8DB6FD;up=#8DB6FD;north=#8DB6FD;south=#8DB6FD;west=#8DB6FD;east=#8DB6FD,,none,,4,4,no,minecraft:block/frosted_ice_0;minecraft:block/frosted_ice_1;minecraft:block/frosted_ice_2;minecraft:block/frosted_ice_3,block;cube;cube_all,minecraft:block/frosted_ice_0;minecraft:block/frosted_ice_1;minecraft:block/frosted_ice_2;minecraft:block/frosted_ice_3,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:furnace,full_cube_different_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with face-dependent visual treatment.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#7B7A78,123,122,120,1.000,down=#727272;up=#727272;north=#6C6C6C;south=#7F7F7F;west=#7F7F7F;east=#7F7F7F,down=#727272;up=#727272;north=#6C6C6C,none,neutral,2,8,yes,minecraft:block/furnace;minecraft:block/furnace_on,block;cube;orientable;orientable_with_bottom,minecraft:block/furnace_front;minecraft:block/furnace_front_on;minecraft:block/furnace_side;minecraft:block/furnace_top,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:gilded_blackstone,full_cube_same_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with same visual treatment on all six exterior faces.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#48382D,72,56,45,1.000,down=#48382D;up=#48382D;north=#48382D;south=#48382D;west=#48382D;east=#48382D,,none,stone,1,1,no,minecraft:block/gilded_blackstone,block;cube;cube_all,minecraft:block/gilded_blackstone,medium,
minecraft:glass,full_cube_same_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with same visual treatment on all six exterior faces.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#B3D7DC,179,215,220,1.000,down=#B3D7DC;up=#B3D7DC;north=#B3D7DC;south=#B3D7DC;west=#B3D7DC;east=#B3D7DC,,none,glass;light,1,1,no,minecraft:block/glass,block;cube;cube_all,minecraft:block/glass,medium,
minecraft:glass_pane,thin_wall,thin_pane,self_supporting_geometry,"Narrow multipart connector: thin post, pane, bar, fence, or gate segments.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Pane/bar geometry is a thin vertical connector system. A central post/cap sits near [0.4375,0,0.4375]-[0.5625,1,0.5625]. Each north/east/south/west=true side adds a thin vertical pane/bar from the center to that face; false omits that side. Single-connection states add end caps so the exposed edge has thickness.",#B0D5DB,176,213,219,1.000,,,none,glass;architectural_shape;light,5,9,yes,minecraft:block/glass_pane_noside;minecraft:block/glass_pane_noside_alt;minecraft:block/glass_pane_post;minecraft:block/glass_pane_side;minecraft:block/glass_pane_side_alt,template_glass_pane_noside;template_glass_pane_noside_alt;template_glass_pane_post;template_glass_pane_side;template_glass_pane_side_alt,minecraft:block/glass;minecraft:block/glass_pane_top,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:glow_item_frame,entity_block,entity_renderer,entity_or_block_entity_renderer,Special renderer/entity-style block; normal model geometry is not authoritative.,"Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. This block is rendered by an entity, block entity, or special renderer rather than by a normal solid block model. Treat its world geometry as renderer-defined; this CSV intentionally does not infer a precise color or cuboid mesh from the block model.",,,,,,,,none,,2,2,no,minecraft:block/glow_item_frame;minecraft:block/glow_item_frame_map,template_item_frame;template_item_frame_map,,high,Average color intentionally omitted because this is handled by entity/block-entity rendering.
minecraft:glow_lichen,irregular_dependent,irregular_model,dependent_on_support_or_counterpart,"Irregular non-cube geometry that is expected to depend on a support block, substrate, or paired state.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Surface-growth geometry: one or more very thin face-mounted sheets. Directional boolean properties choose which block faces receive a sheet; each sheet has near-zero thickness and follows that face.",#72847A,114,132,122,1.000,,,none,neutral,1,12,yes,minecraft:block/glow_lichen,,minecraft:block/glow_lichen,medium,
minecraft:glowstone,full_cube_same_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with same visual treatment on all six exterior faces.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#B7966E,183,150,110,1.000,down=#B7966E;up=#B7966E;north=#B7966E;south=#B7966E;west=#B7966E;east=#B7966E,,none,stone;light_source,1,1,no,minecraft:block/glowstone,block;cube;cube_all,minecraft:block/glowstone,medium,
minecraft:gold_block,full_cube_same_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with same visual treatment on all six exterior faces.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#F7D345,247,211,69,1.000,down=#F7D345;up=#F7D345;north=#F7D345;south=#F7D345;west=#F7D345;east=#F7D345,,none,light,1,1,no,minecraft:block/gold_block,block;cube;cube_all,minecraft:block/gold_block,medium,
minecraft:gold_ore,full_cube_same_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with same visual treatment on all six exterior faces.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#998B74,153,139,116,1.000,down=#998B74;up=#998B74;north=#998B74;south=#998B74;west=#998B74;east=#998B74,,none,ore,1,1,no,minecraft:block/gold_ore,block;cube;cube_all,minecraft:block/gold_ore,medium,
minecraft:granite,full_cube_same_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with same visual treatment on all six exterior faces.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#986A59,152,106,89,1.000,down=#986A59;up=#986A59;north=#986A59;south=#986A59;west=#986A59;east=#986A59,,none,stone,1,1,no,minecraft:block/granite,block;cube;cube_all,minecraft:block/granite,medium,
minecraft:granite_slab,slab,slab,self_supporting_geometry,Half-height or full-height rectangular prism selected by slab type.,"Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. type=bottom occupies [0,0,0]-[1,0.5,1]. type=top occupies [0,0.5,0]-[1,1,1]. type=double is a full cube [0,0,0]-[1,1,1]. Single-slab states are exactly half-height rectangular prisms.",#986A59,152,106,89,1.000,,,none,stone;architectural_shape,3,3,no,minecraft:block/granite;minecraft:block/granite_slab;minecraft:block/granite_slab_top,block;cube;cube_all;slab;slab_top,minecraft:block/granite,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:granite_stairs,stairs,stairs,self_supporting_geometry,"Step-shaped block: half-block base plus one or more quarter/half prisms; straight, inner-corner, and outer-corner variants.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Stairs are a full 1x1x1 cube with step-shaped upper/lower half removed. For half=bottom, shape=straight occupies a full bottom half [0,0,0]-[1,0.5,1] plus one upper half-prism [0.5,0.5,0]-[1,1,1] in the canonical east-facing model, so the side profile is an L and the missing volume is a 0.5x0.5x1 prism; facing rotates that prism to north/east/south/west. half=top mirrors the geometry vertically, putting the full half at y=0.5..1 and the step/void in y=0..0.5. shape=inner_left/inner_right occupies the full lower (or upper, for half=top) half plus an L-shaped pair of 0.5x0.5x1 and 0.5x0.5x0.5 upper/lower prisms, leaving exactly one 0.5x0.5x0.5 corner void; left/right chooses the corner after the facing rotation. shape=outer_left/outer_right occupies the full half plus only one 0.5x0.5x0.5 corner prism in the opposite half, leaving the other three corner quarters empty; left/right chooses the retained corner after facing rotation.",#986A59,152,106,89,1.000,,,none,stone;architectural_shape,3,40,yes,minecraft:block/granite_stairs;minecraft:block/granite_stairs_inner;minecraft:block/granite_stairs_outer,block;inner_stairs;outer_stairs;stairs,minecraft:block/granite,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:granite_wall,coarse_wall,masonry_wall,self_supporting_geometry,Thick multipart wall: optional center post plus low/tall side arms.,"Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Thick wall states are multipart masonry geometry. up=true adds a center post [0.25,0,0.25]-[0.75,1,0.75]. For each of north/east/south/west: value=none adds no arm; value=low adds a thick arm from the post to that face, approximately 0.375 wide, 0.5 long, and 0.875 high; value=tall uses the same footprint but rises to full height y=1. Direction values rotate the canonical north arm [0.3125,0,0]-[0.6875,0.875 or 1,0.5].",#986A59,152,106,89,1.000,,,none,stone;architectural_shape,3,9,yes,minecraft:block/granite_wall_post;minecraft:block/granite_wall_side;minecraft:block/granite_wall_side_tall,template_wall_post;template_wall_side;template_wall_side_tall,minecraft:block/granite,medium,Average color is computed across the visible model variants referenced by this block.
